title	text
អាឡិចសាន់ដឺ អ៊ីសាក់	<p>អាឡិចសាន់ដឺ អ៊ីសាក់ (កើតថ្ងៃទី ២១ ខែកញ្ញា ឆ្នាំ ១៩៩៩) គឺជា កីឡាករបាល់ទាត់ អាជីពជនជាតិស៊ុយអែត ដែលលេងជា ខ្សែប្រយុទ្ធ សម្រាប់ក្លឹប Liverpool និង ក្រុមជម្រើសជាតិស៊ុយអែត ។ កើត និងធំធាត់នៅ ទីក្រុងស្តុកហូម លោក អ៊ីសាក់ បានចាប់ផ្តើមអាជីពជាកីឡាកររបស់គាត់ជាមួយក្លឹបកុមារភាព AIK ក្នុងឆ្នាំ ២០១៦។ បន្ទាប់មកគាត់បានបន្តតំណាងឱ្យ Borussia Dortmund និង Willem II មុនពេលចុះកិច្ចសន្យាជាមួយ Real Sociedad ក្នុងឆ្នាំ 2019។ នៅឆ្នាំ ២០២២ អ៊ីសាក់ បានចូលរួមជាមួយ Newcastle United ក្នុងតម្លៃកំណត់ត្រាក្លឹប។ នៅឆ្នាំ 2025 គាត់
ឡាមីន យ៉ាម៉ាល់	<p>ឡាមីន យ៉ាម៉ាល់ ណាសរ៉ាវី អេបាណា (កើតថ្ងៃទី ១៣ ខែកក្កដា ឆ្នាំ ២០០៧) គឺជា កីឡាករបាល់ទាត់ អាជីពអេស្ប៉ាញដែលលេងជា ខ្សែបម្រើស្លាបស្តាំ សម្រាប់ក្លឹប ក្លឹបបាល់ទាត់បាសេឡូណា និង ក្រុមជម្រើសជាតិអេស្ប៉ាញ ។ គាត់ត្រូវបានគេចាត់ទុកថាជាកីឡាករល្អបំផុតម្នាក់នៅលើពិភពលោក។ យ៉ាម៉ាល់ គឺជាសមាជិកនៃសាលាយុវជន La Masia របស់ក្លឹប FC Barcelona មុនពេលចូលទៅក្នុងក្រុមធំក្នុង រដូវកាល 2023-24 ។ គាត់បានក្លាយជាកីឡាករវ័យក្មេងបំផុតដែលត្រូវបានតែងតាំងសម្រាប់ ពានរង្វាន់ Ballon d'Or (នៅអាយុ 17 ឆ្នាំ) ហើយក៏ឈ្នះ ពានរង្វាន់ Kopa Trophy ក្ន
ក្រុមបាល់ទាត់ជម្រើសជាតិន័រវេស	<p>ក្រុមបាល់ទាត់ជម្រើសជាតិន័រវេស (៖ "Norges herrelandslag i បាល់ទាត់" ឬ​ហៅ​ក្រៅផ្លូវការ​ថា "Landslaget") តំណាង​ឲ្យ ​ប្រទេស​ន័រវេស ​ក្នុង ​បាល់ទាត់ ​អន្តរជាតិ​បុរស ហើយ​ត្រូវ​បាន​គ្រប់គ្រង​ដោយ ​សហព័ន្ធ​បាល់ទាត់​ន័រវេស ដែល​ជា​ស្ថាប័ន​គ្រប់គ្រង ​បាល់ទាត់​នៅ​ប្រទេស​ន័រវេស ។ ផ្ទះរបស់ន័រវេសគឺ Ullevaal Stadion ក្នុង ទីក្រុង Oslo ហើយគ្រូបង្វឹករបស់ពួកគេគឺ Ståle Solbakken ។ ន័រវែស បានចូលរួមក្នុងព្រឹត្តិការណ៍ FIFA World Cup ចំនួនបួនដង (១៩៣៨, ១៩៩៤, ១៩៩៨ និង ២០២៦) និងម្តងក្នុង ព្រឹត្តិការណ៍ UEFA European Cham
វិចទ័រ អ័របាន	<p>វិកទ័រ មីហាយ អ័របាន (ហុងគ្រី៖ "Orbán Viktor Mihály"; កើតថ្ងៃទី ៣១ ខែឧសភា ឆ្នាំ ១៩៦៣) គឺជាអ្នកនយោបាយជនជាតិហុងគ្រី ដែលបានបម្រើការជានាយករដ្ឋមន្ត្រីនៃប្រទេសហុងគ្រី ចាប់តាំងពីឆ្នាំ ២០១០។ លោកក៏ធ្លាប់កាន់តំណែងដូចគ្នាពីឆ្នាំ ១៩៩៨ ដល់ឆ្នាំ ២០០២ ផងដែរ។ លោកជាប្រធានគណបក្ស ហ្វីដេស (Fidesz – សម្ព័ន្ធពលរដ្ឋហុងគ្រី)។ ជីវប្រវត្តិ. អ័របាន កើតនៅទីក្រុងសេកេសហ្វេហែវ៉ារ ហើយបានធំឡើងនៅភូមិ Felcsút។ លោកបានសិក្សាច្បាប់នៅសាកលវិទ្យាល័យ Eötvös Loránd ក្នុងទីក្រុងប៊ុយដាប៉ែស្ត។ នៅចុងទសវត្សរ៍ឆ្នាំ ១៩៨០ លោកបានចូលរួមក្នុងចលនា
Thach Sathen	<p>ថាច់ សាថេន ជាកូនកសិករមួយរូបមកពីដែនដីកម្ពុជាក្រោម, ស្រុកមាត់សមុទ្រ,ខេត្តព្រះត្រពាំង ធ្លាប់មានក្ដីស្រមៃក្លាយជាតារាចម្រៀង. អាយុ 05 ឆ្នាំចេះច្រៀង. ហើយតែងតែដើរច្រៀងតាមវត្ដ និង រោងការនានា នៅដែនដីកម្ពុជាក្រោម. ដល់ធំពេញវៃក៏មានក្ដីស្រមៃចង់មកខ្មែរកណ្តាលដើម្បីក្លាយជាតារាចម្រៀង ព្រោះនៅដែនដីខ្មែរក្រោមមិនអាចរីកចម្រើនបាន ណាមួយក៏ចង់ផ្សព្វផ្សាយឲ្យបងប្អូនខ្មែរកណ្តាលកាន់តែស្គាល់ពីខ្មែរក្រោម. ឆ្នាំ 2015 សាថេនក៏បានមកប្រឡូកសិល្បៈនៅព្រះរាជាណាចក្រកម្ពុជា ហើយក៏បានមហាជនស្គាល់ដោយបានចូលប្រឡងចម្រៀង ក្នុងកម្មវិធីសុបិនក្លា
អេហ្វស៊ី ស៊េអ៊ូល	<p>អេហ្វស៊ី ស៊េអ៊ូល() គឺជាក្លឹប បាល់ទាត់ អាជីពកូរ៉េខាងត្បូង ដែលមានមូលដ្ឋាននៅ ទីក្រុងសេអ៊ូល ដែលប្រកួតប្រជែងក្នុង K League 1 ដែលជាលីគកំពូលនៃ បាល់ទាត់កូរ៉េខាងត្បូង ។ ក្លឹបនេះជាកម្មសិទ្ធិរបស់ GS Sports ដែលជាក្រុមហ៊ុនបុត្រសម្ព័ន្ធរបស់ GS Group ។ ចាប់តាំងពីឆ្នាំ ២០០៤ មក អេហ្វស៊ី ស៊េអ៊ូល បានលេងការប្រកួតក្នុងផ្ទះរបស់ខ្លួននៅឯ កីឡដ្ឋាន Seoul World Cup ក្នុងស្រុក Mapo ទីក្រុង សេអ៊ូល។ ក្លឹបនេះត្រូវបានបង្កើតឡើងជា ក្លឹបបាល់ទាត់ Lucky-Goldstar ក្នុងឆ្នាំ ១៩៨៣ ដោយក្រុមហ៊ុន Lucky-Goldstar Group ហើយក្រោយមកត្រូវបា
អ៊ីសា ឌីយ៉ប(កីឡាករបាល់ទាត់)	<p>ឌីយ៉ប បានចាប់ផ្តើមអាជីពរបស់គាត់នៅក្លឹបកំណើតរបស់គាត់គឺ Toulouse ដោយបានបង្ហាញខ្លួនជាលើកដំបូងក្នុងក្រុមធំក្នុង រដូវកាល ២០១៥-១៦ ។ គាត់បានក្លាយជាប្រធានក្រុមរបស់ក្លឹបនៅឆ្នាំ ២០១៧ មុនពេលចាកចេញទៅក្លឹប អង់គ្លេស West Ham United ក្នុងឆ្នាំ ២០១៨ ដោយចុះហត្ថលេខាក្នុងតម្លៃកំណត់ត្រាក្លឹប។</p>
ចាម៉ាល់ មួស៊ីឡា	<p>ចាម៉ាល់ មួស៊ីឡា (កើតថ្ងៃទី ២៦ ខែកុម្ភៈ ឆ្នាំ ២០០៣) គឺជា កីឡាករបាល់ទាត់ អាជីពអាល្លឺម៉ង់ ដែលលេងជា ខ្សែបម្រើប្រយុទ្ធ សម្រាប់ក្លឹប Bayern Munich និង ក្រុមជម្រើសជាតិអាល្លឺម៉ង់ ។ ត្រូវបានចាត់ទុកយ៉ាងទូលំទូលាយថាជាខ្សែបម្រើប្រយុទ្ធដ៏ល្អបំផុតម្នាក់នៅលើពិភពលោក មួសុីឡា ត្រូវបានគេស្គាល់ដោយសារ ការលេងបាល់ ការបញ្ជូនបាល់ ការគំរាមកំហែងដល់គ្រាប់បាល់ និងជំនាញបច្ចេកទេសរបស់គាត់។ មួសុីឡា បានតំណាងឱ្យប្រទេសអាល្លឺម៉ង់នៅក្នុង ព្រឹត្តិការណ៍ UEFA European Championships ចំនួនពីរ (២០២០ និង ២០២៤) និង FIFA World Cups ចំនួនពី
ប្រមូលព្រហ្ម	<p>វិទ្យាល័យប្រមូលព្រហ្ម មានទីតាំងស្ថិតនៅភូមិក្រសាំងទង ឃុំអង្គរាជ្យ ស្រុកព្រះស្តេច ខេត្តព្រៃវែង ដែលមានផ្ទៃដីសរុប ជាង ១០ហិចតា ។ វិទ្យាល័យនេះ ចាប់បើកដំណើរការសិក្សានៅឆ្នាំ ១៩៨៥ មានអគារសិក្សា ៣ខ្នងមាន ១២បន្ទប់ ដែលបានកសាងឡើង ដោយសហគមន៍ ។ នៅឆ្នាំ​ ១៩៨៧ អគារឈើ ១ខ្នងមាន ៤បន្ទប់ត្រូវបានខ្យល់បក់ដួលរលំ ។ ក្រោយមក ដោយមានស្ថានភាព សិស្សចេះតែកើនឡើង គណៈកម្មការស្រុកបានបង្កើតគម្រោងស្នើថវិកាគោលដៅកសាងអគារសិក្សាចំនួន ២ខ្នងមាន ៨បន្ទប់ និង ទីចាត់ការ ១ខ្នង ។ ការសាងសង់ត្រូវបានរួចរាល់នៅឆ្នាំ ១៩៨៨ ។ មកដល់ឆ្នាំ ១៩៩៦ បានទទួលអ
សាកលវិទ្យាល័យបច្ចេកវិទ្យាអេឡិចត្រូនិកគួយលីន	<p>សាកលវិទ្យាល័យបច្ចេកវិទ្យាអេឡិចត្រូនិកគួយលីន (桂林电子科技大学) គឺជាសាកលវិទ្យាល័យសាធារណៈមួយ ដែលមានទីតាំងស្ថិតនៅក្នុងក្រុងគួយលីន ខេត្តក្វាងស៊ី ប្រទេសចិន។</p>
សារមន្ទីរសព្វទស្សន៍អង្គរ	<p>សព្វទស្សន៍អង្គរគឺជាសារមន្ទីរគំនូរដ៏វិចិត្រខ្នាតធំក្នុងទម្រង់៣៦០ដឺក្រេដែលមានលក្ខណៈទំនើបស្តង់ដាអន្តរជាតិនៅតំបន់អាស៊ី ដែលបង្ហាញពីប្រវត្តិសាស្រ្តខ្មែរនាសម័យអង្គរ ជាពិសេសក្រោមរជ្ជកាលព្រះបាទជ័យវរ្ម័នទី៧។ ឈរនៅលើទីទួលខ្ពស់ ហាក់បីដូចជានៅលើកំពូលភ្នំបាខែង អ្នកទស្សនាអាចចោលចក្ខុជុំវិញខ្លួនរំពៃមើលទស្សនីយភាពដ៏រស់រវើកនៃយុទ្ធសាស្រ្តធ្វើសង្គ្រាមរវាងកងទ័ពខ្មែរ និងចម្ប៉ា វិធីសាស្រ្តក្នុងការកសាងប្រាសាទ និងជីវភាពរស់នៅសម្បូរណ៍សប្បាយរបស់ប្រជាជននាសម័យអង្គរដ៏រុងរឿង។</p>
ពិធីប្លុងក្រឡាន	<p>ពិធីដែលគេយកក្រឡាន រួមនឹងផ្លែឈើ ភោគផលជាច្រើនប្រភេទ ទៅផ្លុងចោលដើម្បីឲ្យព្រះសង្ឃនិមន្តទៅទស់យកហៅថា ពិធីប្លុងក្រឡាន។ អ្នកអង្គរនិយមធ្វើពិធីនេះនៅក្រោយរដូវច្រូតកាត់ហើយ។ គេតែងតែធ្វើនៅពេលរសៀល និងបន្តរហូតដល់យប់ជ្រៅ។ គោលបំណងនៃពិធីគឺអបអរការប្រមូលផលកសិកម្ម និងធ្វើបុណ្យឧទ្ទិសដល់ញាតិការដែលបានស្លាប់ទៅហើយ។ កម្មវិធីសំខាន់ដែលគេធ្វើក្នុងពិធីនេះមានដូចជា គេរៀបចំគ្រឿងរណ្តាប់មានក្រឡាន អន្សម ផ្លែឈើ ត្រី សាច់ អំបិល ស្ករស ធូក ទៀន យកមកប្លុងចោលនៅកន្លែងណាមួយនៃពីធី ហើយគ្របស្លឹកឈើពីលើ រួចអុជធូបទៀន។ បន្ទាប់មកក៏និមន្តព្រះសង្ឃស
