title	text
ບັນຊີລາວ	<p>I. ບົດສະເໜີ (Introduction) 1.1. ຄວາມເປັນມາຂອງການບັນຊີ ໂດຍສັງເຂບ ປະຫວັດຂອງການບັນຊີແລະວິວັດທະນາການທາງດ້ານເຕັກນິກແລະວັດຖຸປະສົງຂອງການບັນຊີໄດ້ຕິດພັນກັບການເຕີບໃຫຍ່ຂະຫຽາຍຕົວຂອງການຄ້າແລະການຜະລິດແລະຕິດພັນກັບຄວາມຕ້ອງການທີ່ປະກົດຕົວອອກຕາມລຳດັບເວລາ.ເລີ່ມແຕ່ຜູ້ຄົນໄດ້ແລກປ່ຽນວັດຖຸນຳກັນ,ໄດ້ມີຄວາມພະຍາຍາມຮັກສາຮ່ອງຮອຍຂອງການເຄື່ອນໄຫວດັ່ງກ່າວກໍຄືຮ່ອງຮອຍຂອງຜົນໄດ້ຮັບທີ່ຕາມມາ.ນັກວັດຖຸໂບຮານໄດ້ຄົ້ນພົບໃນຍຸກສະໄໝແຫ່ງຄວາມຈະເລີນຂອງແອງກາ,ເອຢິບແລະໂຣແມງກ່ຽວກັບ ຮູບການບັນທຶກບັນຊີ ດ້ວຍວິທີເຮັດໄປນຳ ທົດລອງໄປ ນຳ, ການບັນຊີດຽວ (ບັນຊີຄີກ) ໄດ້ກຳເນີດຂຶ້ນ ດ້ວຍການບັນທຶກພຽງແຕ່ລາຍການ ການໃຊ້ຈ່າຍແລະລາຍໄດ້ພ້ອມທັງສະແດງໃຫ້ເຫັນຍອດເຫຼືອເປັນເງິນ.ດັ່ງນັ້ນ,ການນຳໃຊ້ເງິນຕາຈຶ່ງມີຄວາມສຳຄັນຢ່າງຈະແຈ້ງສຳລັບການຂະຫຽາຍຕົວຂອງການບັນຊີ,ພາຍຫຼັງສະໄໝກາງ,ຄວາມສຳນຶກ ກ່ຽວກັບທຶນການຜະລິດໄດ້ປະກົດຕົວຂຶ້ນເຊິ່ງໄດ້ເຮັດໃຫ້ການຄ້າຕ້ອງໄດ້ຊ່ວຍໃຫ້ສ້າງທຶນເພີ່ມຕື່ມທີ່ສາມາດນຳໃຊ້ຄື
ມະຫາວິທະຍາໄລວິທະຍາສາດສຸຂະພາບ	<p>ມະຫາວິທະຍາໄລ ວິທະຍາສາດສຸຂະພາບ (ອັງກິດ: University of Health Sciences; ອັກສອນຫຍໍ້ ມ.ວ.ສ. ຫຼື UHS) ແມ່ນມະຫາວິທະຍາໄລແຫ່ງໜຶ່ງໃນປະເທດລາວ. ມະຫາວິທະຍາໄລວິທະຍາສາດ ສຸຂະພາບ (ມວສ) ແມ່ນສະຖາບັນການສຶກສາຊັ້ນສູງແຫ່ງດຽວໃນ ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ ທີ່ມີຄວາມຊ່ຽວຊານສະເພາະດ້ານວິທະຍາສາດ ສຸຂະພາບ. ມະຫາວິທະຍາໄລແຫ່ງນີ້ມີພາລະບົດບາດຫຼັກໃນການສ້າງບຸກຄະລາກອນດ້ານສາທາລະນະສຸກທີ່ມີຄຸນນະພາບດີເລີດ ເພື່ອຕອບສະໜອງກັບຄວາມຮຽກຮ້ອງຕ້ອງການຂອງປະຊາຊົນ ແລະ ເພື່ອເຊື່ອມສານມາດຕະຖານການສຶກສາເຂົ້າກັບພາກພື້ນອາຊີ ແລະ ສາກົນ. ປະຫວັດ. ປະຫວັດຂອງ ມະຫາວິທະຍາໄລວິທະຍາສາດສຸຂະພາບ (ມວສ) ແມ່ນມີຄວາມສືບຕໍ່ມາຈາກສະຖາບັນການສຶກສາທາງດ້ານການແພດແຫ່ງທຳອິດໃນ ສປປ ລາວ ທີ່ໄດ້ມີການພັດທະນາແລະປ່ຽນແປງມາຫຼາຍຊ່ວງໄລຍະ. ວິທະຍາເຂດ. ມະຫາວິທະຍາໄລວິທະຍາສາດ ສຸຂະພາບ (ມວສ) ມີວິທະຍາເຂດຫຼັກ ແລະ ວິທະຍາເຂດຍ່ອຍເພື່ອຈັດການຮຽນ-ການສອນຂອງແຕ່ລະຄະນະວິຊາ. ການແບ່ງປັນວິທະຍາເຂດນີ້ແມ່ນເພື
ໄຂ້	<p>ໄຂ້ ຫຼື ອາການຕົວຮ້ອນ ເປັນອາການສະແດງທາງການແພດທີ່ພົບເລື້ອຍ ໝາຍເຖິງການເພີ່ມຂອງອຸນຫະພູມຮ່າງກາຍສູງກວ່າປົກກະຕິຄື 36.5–37.5 °C (98–100 °F) ອັນເປັນຜົນຈາກການປັບສູງຂຶ້ນຂອງອຸນຫະພູມເປົ້າໝາຍທີ່ຮ່າງກາຍພະຍາຍາມຮັກສາໃຫ້ຄົງທີ່ ການສູງຂຶ້ນຂອງອຸນຫະພູມເປົ້າໝາຍນີ້ ກະຕຸ້ນໃຫ້ຄວາມເຄັ່ງຕົວຂອງກ້າມເນື້ອເພີ່ມຂຶ້ນ ແລະ ສັ່ນສະທ້ານ ເນື່ອງຈາກອຸນຫະພູມເປົ້າໝາຍຂອງຮ່າງການສູງຂຶ້ນເຮັດໃຫ້ຜູ້ປ່ວຍຮູ້ສຶກໜາວທົ່ວໂຕ ທັງໆທີ່ອຸນຫະພູມຮ່າງກາຍສູງຂຶ້ນ ແລະ ເມື່ອອຸນຫະພູມຮ່າງກາຍສູງເຖິງອຸນຫະພູມເປົ້າໝາຍໃໝ່ແລ້ວຈະເຮັດໃຫ້ຮູ້ສຶກອຸ່ນ. ໄຂ້ເປັນການຕອບສະໜອງທາງພູມຄຸ້ມກັນຂອງຮ່າງກາຍທີ່ພະຍາຍາມຕໍ່ຕ້ານການຕິດເຊື້ອບັກເຕຣີ ຫຼື ໄວຣັດ. ໄຂ້ອາດເກີດໄດ້ຈາກຫຼາຍສາເຫດຕັ້ງແຕ່ພາວະທີ່ບໍ່ຮຸນແຮງໄປຈົນເຖິງຮຸນແຮງທີ່ສຸດ. ໂດຍທົ່ວໄປການຮັກສາດ້ວຍການລົດໄຂ້ນັ້ນມັກບໍ່ຈຳເປັນ ເວັ້ນແຕ່ພາວະທີ່ອຸນຫະພູມສູງຂຶ້ນຫຼາຍ. ຢ່າງໃດກໍຕາມການໃຊ້ຢາລົດໄຂ້ມີຜົນຊ່ວຍຫຼຸດອຸນຫະພູມລົງໄດ້ ແລະ ເຮັດໃຫ້ຜູ້ປ່ວຍຮູ້ສຶກສ
ເລເຈບ ໄຕຢິບ ແອໂດກັນ	<p>ເລເຈບ ໄຕຢິບ ແອໂດກັນ (ຕວກກີ: Recep Tayyip Erdoğan ເກີດ 26 ກຸມພາ ຄ.ສ. 1954) ເປັນນາຍົກລັດຖະມົນຕີຕວກກີຄົນທີ 25. ເປັນນາຍົກຕັ້ງແຕ່ປີ ຄ.ສ. 2003.</p>
ສະໜວນກາຊາ	<p>ສະໜວນກາຊາ (; ; ;) ຫຼື ເຂດກາຊາ ແມ່ນຊື່ເອີ້ນອານາບໍລິເວນແຄບ ໆ ຂະໜາດ 360 ຕລ.ກມ. ຕັ້ງຢູ່ແຄມຊາຍຝັ່ງທະເລເມດີແຕກລາເນໃນຕາເວັນອອກກາງ. ປະຫວັດຄວາມເປັນມາ. ສ່ວນປະຫວັດສາດຂອງ ພາກພື້ນ ປາເລສໄຕນ໌, ພື້ນທີ່ໄດ້ຖືກຄວບຄຸມຕັ້ງແຕ່ສະຕະວັດທີ 16 ໂດຍ Empire Ottoman ; ໃນປີ 1906, Ottoman ແລະ ຈັກກະວັດ ອັງກິດ ໄດ້ກໍານົດ ຊາຍແດນສາກົນຂອງພາກພື້ນ ກັບ ອີຢິບ. ດ້ວຍການການປະລາໄຊຂອງ ອໍານາດກາງ ໃນ ສົງຄາມໂລກຄັ້ງທີ 1 ແລະ ການແບ່ງສ່ວນຕໍ່ມາຂອງ Empire Ottoman, ອັງກິດໄດ້ເລື່ອນການປົກຄອງຂອງເຂດ ສະໜວນກາຊາ ໄປປະເທດເອຢິບ, ເຊິ່ງປະຕິເສດຄວາມຮັບຜິດຊອບ. ອັງກິດ​ເອງ​ໄດ້​ຮັກສາ​ແລະ​ປົກຄອງ​ອານາ​ເຂດ​ທີ່​ຕົນ​ຍຶດຄອງ​ໃນ​ປີ 1917-18, ຈາກ​ປີ 1920 ຫາ​ປີ 1948 ພາຍ​ໃຕ້​ຂອບ​ທີ່​ເປັນ​ທີ່​ຍອມຮັບ​ຂອງ​ສາກົນກໍຄື " ປາເລສໄຕນ໌ແບບບັງຄັບ ". 1948–1959: ລັດຖະບານປາແລັດສະໄຕນ໌ທັງໝົດ. ໃນ​ລະຫວ່າງ ​ສົງຄາມ​ປາ​ແລັດ​ສະ​ໄຕ​ປີ 1948 ​ແລະ ​ໂດຍ​ສະ​ເພາະ​ແມ່ນ ​ສົງຄາມ​ອາຣັບ - ອິດ​ສະ​ຣາ​ແອນ ​ໃນ​ປີ
ໝາກສຸກ ໝາກໃສ	<p>ໝາກສຸກ ໝາກໃສ(ອັງກິດ: chickenpox) ເປັນໂຣກທີ່ເກີດຈາກເຊື້ອໄວຣັດ ວາຣິເຊລາ ມີລັກສະນະອາການເປັນຕຸ່ມແດງ ຕຸ່ມໃສ ຕຸ່ມໜອງ ເກີດຕາມຮ່າງກາຍແລະໃບໜ້າ,ຕາມຫລັງ ແລະມີໄຂ້ນຳ. “ໝາກ​ສຸກ ​ໝາກ​ໃສ” ພະຍາດ​ນີ້ເກີດຂຶ້ນ​ຈາກ​ການ ​ຕິດ​ເຊື້ອ​ໄວຣັດ ​ແລະ ​ຈະ​ລະບາດ​ຫລາຍ​ໃນ​ຍາມ​ຮ້ອນ ​​​ໂດຍຈະ​ແພ່​ຂະຫຍາຍ​​ຕົວໄວ ຄືກັບໄຂ້ຫວັດ, ​ໂດຍ​ທົ່ວ​​ໄປ​ພະຍາດໝາກສຸກໝາກໃສ ກ່ອນຈະເກີດຕຸ່ມຈະ​ມີ​ໄຂ້ກ່ອນ 1 ມື້​ ຫລື ບາງ​ຄົນ​ຈະມີ​ໄຂ້​ພ້ອມ​ ກັບ​ເປັນ​ຕຸ່ມຜື່ນ​ແດງ​ອອກ​ມາ​ ຕາມ​ຕົນ​ໂຕ, ​ແຂນ​, ຂາ,​ ໃບໜ້າ ​ແລະ ລຳ​ຄໍ, ​ໃນ​ໄລຍະ​ທຳ​ອິດ ​ຈະ​ເກີດ​ເປັນ​ຜ່ືນ​ຄັນ​ແດງໆ ​ຕໍ່​ມາ​ຈະ​ກາຍ​ເປັນ​ຕຸ່ມ​ໃສ ​ແລະ ​ເປັນ​ຕຸ່ມ​ໜອງ​ນຳ​ອີກ ຈາກ​ນັ້ນ​ຈະ​ຄ່ອຍໆ​ຕົກ​ເກັດປະມານ 1-2 ອາທິດ​ກໍ​ຈະ​ເຊົາ ​ແລະ​ຈະ​ກາຍ​ເປັນ​​ເມັດດຳໆ. ໝາກສຸກໝາກໃສ​​ ເປັນ​ພະຍາດ​ທີ່​ຕິດ​ຕໍ່​ກັນ​ງ່າຍ ​ຈາກການ​ໄອ, ຈາມ, ຈາກການຈັບ​ສຳ​ພັດ​ຖືກນ້ຳໃນຕຸ່ມ​ ໂດຍ​ສະ​ເພາະ​ເດັກນ້ອຍ​ຈະ​ຕິດ​ກັນ​ໄວ້, ຕາມ​ຄວາມ​ເຊື່ອ​ກັນ​ວ່າ​ ຖ້າ​ໃຜ​ເປັ
ພິດຕີ້ຄຽວ	<p>ພິດຕີ້ຄຽວ (ຍີ່ປຸ່ນ:プリキュア "Purikyua") ເປັນກາຕູນສາວນ້ອຍເວດມນທິ່ສ້າງຂຶ້ນໂດຍ ໂຕເອະແອນິເນຊັ່ນ ໃນປີ 2004 ພາກແຮກ ຄືອ Futari wa Pretty Cure ແລະພາກລ່າສຸດ ຄືອ Soaring Sky! Pretty Cure ສ້າງໃນປີ 2023ທາງຊ່ອງ ທີວີອາຊາຮີ</p>
ໂຄງສ້າງພື້ນຖານ	<p>ໂຄງສ້າງພື້ນຖານ () ແມ່ນໂຄງສ້າງທາງກາຍະພາບແລະໂຄງສ້າງຫຼັກຂອງໜ່ວຍການສຳລັບໃຊ້ງານພາຍໃນຊຸມຊົນ ຫຼືໃຊ້ບໍລິການຕາມຄວາມຈຳເປັນເພື່ອຮູບແບບທາງເສດຖະສາດ</p>
ສະໜາມບິນສາກົນຫຼວງພະບາງ	<p>ສະໜາມບິນສາກົນຫຼວງພະບາງ () ແມ່ນສະໜາມບິນນານາຊາດທີ່ມີຄວາມສຳຄັນເປັນລຳດັບສອງຂອງປະເທດລາວ ຮອງຈາກສະໜາມບິນສາກົນວັດໄຕ ຢູ່ນະຄອນຫຼວງວຽງຈັນ. ສະໜາມບິນສາກົນຫຼວງພະບາງຕັ້ງຢູ່ໃກ້ກັບໃຈກາງເມືອງຫຼວງພະບາງ ແລະຍັງແມ່ນຖານການບິນ ລຳດັບທີສອງຂອງສາຍການບິນການບິນລາວ.</p>
ສົມເດັດພະສັນຕະປາປາຟຣັງຊົວ	<p>ສົມເດັດພະສັນຕະປາປາຟຣັງຊົວ ຫຼື ແຟຣນຊີສ (; ; ; 17 ທັນວາ ຄ.ສ. 1936 - 21 ເມສາ ຄ.ສ. 2025) ເປັນພະສັນຕະປາປາອົງທີ 266 ມີພະນາມເດີມວ່າ ຄໍເຄ ມາລີໂອ ເບໂກລຽວ ()</p>
ປະເທດອິຫຣ່ານ	<p>ອີຫລ່ານ () ຫຼືຊື່ທາງການວ່າ ສາທາລະນະລັດອິສະລາມອີຫລ່ານ () ແມ່ນປະເທດໃນຕາເວັນອອກກາງ ຕັ້ງຢູ່ໃນອາຊີຕາເວັນຕົກສຽງໃຕ້ ເຊິ່ງຊ່ວງກ່ອນປີ ຄ.ສ. 1935 ຊາວຕາເວັນຕົກເອີ້ນວ່າ ແປກ () ຫຼື ເປີເຊຍ (). ມີເຂດແດນຕິດກັບປະເທດອາກເມນີ ສາທາລະນະລັດນາກໍໂນ-ກາລາບັກໂດຍພຶຕິໄນ ແລະອາແຊກບາຍຊັງທາງທິດຕາເວັນຕົກສຽງເໜືອ ຕິດກັບຄາຊັກສະຖານແລະລັດເຊຍໂດຍມີທະເລກາສະປີແອນ (Mer Caspienne) ຕິດເຕີກເມນິສະຖານທາງທິດຕາເວັນອອກສຽງເໜືອ ຕິດອັບການິສະຖານແລະປາກີສະຖານທາງທິດຕາເວັນອອກ ຕິດອ່າວແປກແລະອ່າວໂອມານທາງທິດໃຕ້ ແລະຕິດຕວກກີແລະອີຣັກ (Kurdistan) ທາງທິດຕາເວັນຕົກ ມີພື້ນທີ່ດິນແດນ 1,648,195 ຕາລາງກິໂລແມັດ. ແມ່ນປະເທດໃຫຍ່ທີ່ສຸດອັນດັບທີສອງໃນຕາເວັນອອກກາງແລະອັນດັບທີ 18 ໃນໂລກ. ມີປະຊາກອນ 78.4 ລ້ານຄົນ ຫຼາຍສຸດເປັນອັນດັບທີ 17 ຂອງໂລກ. ແມ່ນປະເທດດຽວທີ່ມີຊາຍຝັ່ງທະເລກາສະປີແອນແລະມະຫາສະໝຸດອິນເດຍ. ມີຄວາມສຳຄັນທາງພູມລັດຖະສາດອັນຍາວນານ ຍ້ອນທີ່ຕັ້ງຢູ່ໃນກາງເອີລາຊີແລະອາຊີຕາເວັນຕົກ ແລ
ດຽນບຽນຟູ	<p>ດຽນບຽນຟູ (; ; ຊື່ເດີມ: ແຖງ) ແມ່ນເມືອງນຶ່ງໃນແຂວງດຽນບຽນເຊິ່ງຕັ້ງຢູ່ທາງທິດຕາເວັນຕົກສຽງເໜືອຂອງປະເທດຫວຽດນາມ ຫ່າງຈາກນະຄອນຫຼວງຮ່າໂນ້ຍປະມານ 200 ກິໂລແມັດມີຊື່ສຽງເນື່ອງຈາກເປັນທີ່ຮົບຍຸທະການຢູ່ດຽນບຽນຟູລະຫວ່າງຝະລັ່ງແລະວຽດມິນ ເມື່ອເດືອນມີນາ ຄ.ສ. 1954.</p>
ປະເທດເມັກຊິໂກ	<p>ເມັກຊິໂກ (; ;) ຫຼືຊື່ທາງການແມ່ນ ສະຫະລັດເມັກຊິໂກ (; ;) ແມ່ນປະເທດໃນທະວີບອາເມລິກາເໜືອ ມີພົມແດນທາງທິດເໜືອຕິດນຳສະຫະລັດອາເມລິກາ ທິດໃຕ້ແລະທິດຕາເວັນຕົກຕິດກັບມະຫາສະໝຸດປາຊີຟິກ ທິດຕາເວັນອອກສຽງໃຕ້ຕິດກັບກົວເຕມາລາ ເບລິດ ແລະທະເລກາລາອິບ ສ່ວນທິດຕາເວັນອອກຕິດກັບອ່າວເມັກຊິກ ເນື່ອງຈາກຄອບຄຸມພື້ນທີ່ເຖິງເກືອບ 2 ລ້ານຕາລາງກິໂລແມັດ ເມັກຊິກຈຶ່ງແມ່ນປະເທເທີ່ມີເນື້ອທີ່ຫຼາຍທີ່ສຸດເປັນອັນດັບທີ 5 ຂອງທະວີບອາເມລິກາ ແລະແມ່ນອັນດັບທີ 15 ຂອງໂລກ. ນອກຈາກນີ້ຍັງມີປະຊາກອນຫຼາຍເປັນອັນດັບທີ 11 ຂອງໂລກ ໂດຍມີການປະມານໄວ້ວ່າ ເມື່ອກາງປີ ຄ.ສ. 2009 ປະເທດເມັກຊິກມີຈຳນວນປະຊາກອນ 111 ລ້ານຄົນ</p>
