title	text
melongena	<p>melongena *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
punica malus	<p>punica_malus *ໝາກພິລາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
lycopersicum	<p>lycopersicum *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
oryza	<p>oryza *ເຂົ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
greunte	<p>greunte *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
daržovės	<p>daržovės *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
bananas	<p>bananas *ໝາກກ້ວຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
erškėtis	<p>erškėtis *ດອກກຸຫຼາບ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
mangas	<p>mangas *ໝາກມ່ວງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
durijus	<p>durijus *ໝາກຖົ່ວລຽນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
baklažanas	<p>baklažanas *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
riešutinė kokospalmė	<p>riešutinė_kokospalmė *ໝາກພ້າວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
papaja	<p>papaja *ໝາກຫຸ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
valgomoji bulvė	<p>valgomoji_bulvė *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
pomidoras	<p>pomidoras *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
duriāns	<p>duriāns *ໝາກຖົ່ວລຽນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
kartupelis	<p>kartupelis *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
зеленчук	<p>зеленчук *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
лук	<p>лук *ຜັກທຽມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
кромид	<p>кромид *ຜັກບົ່ວຫົວໃຫຍ່ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
компир	<p>компир *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
പച്ചക്കറി	<p>പച്ചക്കറി *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
വാഴ	<p>വാഴ *ໝາກກ້ວຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
വെളുത്തുള്ളി	<p>വെളുത്തുള്ളി *ຜັກທຽມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ഉള്ളി	<p>ഉള്ളി *ຜັກບົ່ວຫົວໃຫຍ່ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
പനിനീർപ്പൂവ്	<p>പനിനീര്‍പ്പൂവ് *ດອກກຸຫຼາບ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
മാങ്ങ	<p>മാങ്ങ *ໝາກມ່ວງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
വഴുതന	<p>വഴുതന *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
തെങ്ങ്	<p>തെങ്ങ് *ໝາກພ້າວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
പപ്പായ	<p>പപ്പായ *ໝາກຫຸ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ഉരുളക്കിഴങ്ങ്	<p>ഉരുളക്കിഴങ്ങ് *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
തക്കാളി	<p>തക്കാളി *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
അരി	<p>അരി *ເຂົ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
कांदा	<p>कांदा *ຜັກບົ່ວຫົວໃຫຍ່ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
आंबा	<p>आंबा *ໝາກມ່ວງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
वांगी	<p>वांगी *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
पेरू	<p>पेरू *ໝາກສີດາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
अननस	<p>अननस *ໝາກນັດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
चिक्कू	<p>चिक्कू *ໝາກລະມຸດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
बटाटा	<p>बटाटा *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
टोमॅटो	<p>टोमॅटो *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ubi kayu	<p>ubi_kayu *ມັນຕົ້ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
terung	<p>terung *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
betik	<p>betik *ໝາກຫຸ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
cuauhcamohtli	<p>cuauhcamohtli *ມັນຕົ້ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ahuacacuahuitl	<p>āhuacacuahuitl *ໝາກອາໂວກາໂດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
xalxocotl	<p>xālxocotl *ໝາກສີດາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
matzahtli	<p>matzahtli *ໝາກນັດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ezxocotl	<p>ezxocotl *ໝາກພິລາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ochonetli	<p>ochonetli *ໝາກຫຸ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
tlalcamohtli	<p>tlālcamohtli *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
xitomatl	<p>xītomatl *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
mulignana	<p>mulignana *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
pummarola	<p>pummarola *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
knoflook	<p>knoflook *ຜັກທຽມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
cassave	<p>cassave *ມັນຕົ້ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
rozen	<p>rozen *ດອກກຸຫຼາບ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
doerian	<p>doerian *ໝາກຖົ່ວລຽນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
guave	<p>guave *ໝາກສີດາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
granaatappel	<p>granaatappel *ໝາກພິລາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ramboetan	<p>ramboetan *ໝາກເງາະ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
kokospalm	<p>kokospalm *ໝາກພ້າວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
boon	<p>boon *ໝາກຖົ່ວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
aardappel	<p>aardappel *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
tomaat	<p>tomaat *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
waterspinazie	<p>waterspinazie *ຜັກບົ້ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
vissaus	<p>vissaus *ນໍ້າປາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
rijst	<p>rijst *ເຂົ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
grønsak	<p>grønsak *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
lauk	<p>lauk *ຜັກບົ່ວຫົວໃຫຍ່ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
granateple	<p>granateple *ໝາກພິລາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
potet	<p>potet *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
grønnsak	<p>grønnsak *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
bananer	<p>bananer *ໝາກກ້ວຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
hvitløk	<p>hvitløk *ຜັກທຽມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
roser	<p>roser *ດອກກຸຫຼາບ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
kokosnøtt	<p>kokosnøtt *ໝາກພ້າວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
legum	<p>legum *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
trufa	<p>trufa *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
tomata	<p>tomata *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
sagin	<p>sagin *ໝາກກ້ວຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
kamatis	<p>kamatis *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
hortaliça	<p>hortaliça *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
alho	<p>alho *ຜັກທຽມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
abacateiro	<p>abacateiro *ໝາກອາໂວກາໂດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
beringela	<p>beringela *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
romã	<p>romã *ໝາກພິລາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
rambutão	<p>rambutão *ໝາກເງາະ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
coqueiro	<p>coqueiro *ໝາກພ້າວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
mamão	<p>mamão *ໝາກຫຸ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
feijão	<p>feijão *ໝາກຖົ່ວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
batata	<p>batata *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
limão	<p>limão *ໝາກນາວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
yuyu	<p>yuyu *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
puquchi	<p>puquchi *ໝາກກ້ວຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ahus	<p>ahus *ຜັກທຽມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
siwilla	<p>siwilla *ຜັກບົ່ວຫົວໃຫຍ່ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
rumu	<p>rumu *ມັນຕົ້ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
palta	<p>palta *ໝາກອາໂວກາໂດ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
papa	<p>papa *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
chilltu	<p>chilltu *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
arrus	<p>arrus *ເຂົ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
legumă	<p>legumă *ຜັກ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
banană	<p>banană *ໝາກກ້ວຍ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
usturoi	<p>usturoi *ຜັກທຽມ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
ceapă	<p>ceapă *ຜັກບົ່ວຫົວໃຫຍ່ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
vânătă	<p>vânătă *ໝາກເຂືອຫຳມ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
rodie	<p>rodie *ໝາກພິລາ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
cartof	<p>cartof *ມັນຝະລັ່ງ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
roşie	<p>roşie *ໝາກເດັ່ນ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
lămâi	<p>lămâi *ໝາກນາວ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
orez	<p>orez *ເຂົ້າ *ຄຳນາມ *(ກະລຸນາຊ່ອຍຂຽນການອອກສຽງ) *(ກະລຸນາຊ່ອຍຂຽນເຄົ້າ)</p>
